clause_id,doc_id,document,regulation_type,year,pasal,ayat,huruf,angka,source_location,bab,bagian,paragraf,clause_text,word_count,segmentation_note,unit_text_before_atomic_split,is_substantive,non_substantive_reason,policy_theme,label_id,label_source,rule_keyword,confidence,review_flag,keyword_scores_json,weighted_hits_json,audit_note,technical_tariff_clause,technical_tariff_evidence,domain_markers,domain_marker_evidence,best_theme_candidate,best_theme_score,final_label_score,audit_label_consistent,second_theme_candidate,second_theme_score,score_margin,n_matched_keywords_best_theme,n_matched_keywords_all_themes,top_evidence_keywords,strong_evidence_keywords,weak_or_ambiguous_evidence_keywords,evidence_strength
C00856,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 36,2,,,Pasal 36 ayat 2,BAB III,Bagian Ketiga,Paragraf 3,"Sebelum melaksanakan pencabutan Izin Panas Bumi sebagaimana dimaksud pada ayat (1), Menteri terlebih dahulu memberikan kesempatan dalam jangka waktu 6 (enam) bulan kepada pemegang Izin Panas Bumi untuk memenuhi ketentuan yang ditetapkan",32,ayat-level clause,"Sebelum melaksanakan pencabutan Izin Panas Bumi sebagaimana dimaksud pada ayat (1), Menteri terlebih dahulu memberikan kesempatan dalam jangka waktu 6 (enam) bulan kepada pemegang Izin Panas Bumi untuk memenuhi ketentuan yang ditetapkan.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"menteri, ketentuan, ditetapkan, melaksanakan",0.617,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 1.65, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""menteri"", ""weight"": 0.2}, {""keyword"": ""ketentuan"", ""weight"": 0.25}, {""keyword"": ""ditetapkan"", ""weight"": 0.2}, {""keyword"": ""melaksanakan"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,geothermal,geothermal: panas bumi; izin panas bumi,Governance and Institutional Responsibility,1.65,1.65,True,Renewable and Sustainable Energy,0.35,1.3,4,5,"melaksanakan, ketentuan, menteri, ditetapkan",,"ketentuan, menteri, ditetapkan",moderate_evidence
C00857,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 37,,,,Pasal 37,BAB III,Bagian Ketiga,Paragraf 3,Menteri dapat membatalkan Izin Panas Bumi sebagaimana dimaksud dalam Pasal 33 huruf d jika,14,article-level clause,Menteri dapat membatalkan Izin Panas Bumi sebagaimana dimaksud dalam Pasal 33 huruf d jika:,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,panas bumi,0.35,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""menteri"", ""weight"": 0.2}], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,geothermal,geothermal: panas bumi; izin panas bumi,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,2,,,,weak_or_insufficient_evidence
C00858,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 37,,a,,Pasal 37 huruf a,BAB III,Bagian Ketiga,Paragraf 3,"pemegang Izin Panas Bumi memberikan data, informasi, atau keterangan yang tidak benar dalam permohonan",14,huruf-level clause,"pemegang Izin Panas Bumi memberikan data, informasi, atau keterangan yang tidak benar dalam permohonan; atau",True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,panas bumi,0.35,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,geothermal,geothermal: panas bumi; izin panas bumi,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,1,,,,weak_or_insufficient_evidence
C00859,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 37,,b,,Pasal 37 huruf b,BAB III,Bagian Ketiga,Paragraf 3,Izin Panas Bumi dinyatakan batal berdasarkan putusan pengadilan,8,huruf-level clause,Izin Panas Bumi dinyatakan batal berdasarkan putusan pengadilan.,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,panas bumi,0.35,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,geothermal,geothermal: panas bumi; izin panas bumi,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,1,,,,weak_or_insufficient_evidence
C00860,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 38,1,,,Pasal 38 ayat 1,BAB III,Bagian Ketiga,Paragraf 3,"Dalam hal Izin Panas Bumi berakhir karena alasan sebagaimana dimaksud dalam Pasal 33, pemegang Izin Panas Bumi wajib memenuhi dan menyelesaikan segala kewajibannya sesuai dengan ketentuan peraturan perundang-undangan",29,ayat-level clause,"Dalam hal Izin Panas Bumi berakhir karena alasan sebagaimana dimaksud dalam Pasal 33, pemegang Izin Panas Bumi wajib memenuhi dan menyelesaikan segala kewajibannya sesuai dengan ketentuan peraturan perundang-undangan.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"peraturan, peraturan perundang-undangan, ketentuan, ketentuan peraturan perundang-undangan",0.812,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 3.15, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""peraturan"", ""weight"": 0.2}, {""keyword"": ""peraturan perundang-undangan"", ""weight"": 1.35}, {""keyword"": ""ketentuan"", ""weight"": 0.25}, {""keyword"": ""ketentuan peraturan perundang-undangan"", ""weight"": 1.35}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,geothermal,geothermal: panas bumi; izin panas bumi,Governance and Institutional Responsibility,3.15,3.15,True,Renewable and Sustainable Energy,0.35,2.8,4,5,"peraturan perundang-undangan, ketentuan peraturan perundang-undangan, ketentuan, peraturan",,"ketentuan, peraturan",strong_evidence
C00861,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 38,2,,,Pasal 38 ayat 2,BAB III,Bagian Ketiga,Paragraf 3,Kewajiban pemegang Izin Panas Bumi sebagaimana dimaksud pada ayat (1) dinyatakan telah terpenuhi setelah mendapatkan persetujuan dari Menteri,18,ayat-level clause,Kewajiban pemegang Izin Panas Bumi sebagaimana dimaksud pada ayat (1) dinyatakan telah terpenuhi setelah mendapatkan persetujuan dari Menteri.,True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"menteri, persetujuan",0.558,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 1.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""menteri"", ""weight"": 0.2}, {""keyword"": ""persetujuan"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,geothermal,geothermal: panas bumi; izin panas bumi,Governance and Institutional Responsibility,1.2,1.2,True,Renewable and Sustainable Energy,0.35,0.85,2,3,"persetujuan, menteri",,menteri,weak_evidence
C00862,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 38,3,,,Pasal 38 ayat 3,BAB III,Bagian Ketiga,Paragraf 3,Menteri menetapkan persetujuan pengakhiran Izin Panas Bumi setelah pemegang Izin Panas Bumi melaksanakan pemulihan fungsi lingkungan di Wilayah Kerjanya serta kewajiban lainnya sebagaimana dimaksud pada ayat (1),27,ayat-level clause,Menteri menetapkan persetujuan pengakhiran Izin Panas Bumi setelah pemegang Izin Panas Bumi melaksanakan pemulihan fungsi lingkungan di Wilayah Kerjanya serta kewajiban lainnya sebagaimana dimaksud pada ayat (1).,True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"menteri, persetujuan, menetapkan, melaksanakan",0.721,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 2.45, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""menteri"", ""weight"": 0.2}, {""keyword"": ""persetujuan"", ""weight"": 1.0}, {""keyword"": ""menetapkan"", ""weight"": 0.25}, {""keyword"": ""melaksanakan"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,geothermal,geothermal: panas bumi; izin panas bumi,Governance and Institutional Responsibility,2.45,2.45,True,Renewable and Sustainable Energy,0.35,2.1,4,5,"persetujuan, melaksanakan, menetapkan, menteri",,"menetapkan, menteri",strong_evidence
C00863,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 40,1,,,Pasal 40 ayat 1,BAB III,Bagian Ketiga,Paragraf 4,"Badan Usaha pemegang Izin Panas Bumi yang tidak memenuhi atau melanggar ketentuan sebagaimana dimaksud dalam Pasal 26 ayat (2), Pasal 27 ayat (1) dan ayat (3), Pasal 31 ayat (3), dan/atau Pasal 32 ayat",35,ayat-level clause,"Badan Usaha pemegang Izin Panas Bumi yang tidak memenuhi atau melanggar ketentuan sebagaimana dimaksud dalam Pasal 26 ayat (2), Pasal 27 ayat (1) dan ayat (3), Pasal 31 ayat (3), dan/atau Pasal 32 ayat",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"ketentuan, badan usaha",0.474,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.35, ""Economic and Pricing Policy"": 0.3, ""Governance and Institutional Responsibility"": 0.55, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}], ""Economic and Pricing Policy"": [{""keyword"": ""badan usaha"", ""weight"": 0.3}], ""Governance and Institutional Responsibility"": [{""keyword"": ""ketentuan"", ""weight"": 0.25}, {""keyword"": ""badan usaha"", ""weight"": 0.3}], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,geothermal,geothermal: panas bumi; izin panas bumi,Governance and Institutional Responsibility,0.55,0.55,True,Renewable and Sustainable Energy,0.35,0.2,2,4,"badan usaha, ketentuan",,"badan usaha, ketentuan",ambiguous_small_margin
C00864,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 40,2,,,Pasal 40 ayat 2,BAB III,Bagian Ketiga,Paragraf 4,Sanksi administratif sebagaimana dimaksud pada ayat (1) berupa,8,ayat-level clause,Sanksi administratif sebagaimana dimaksud pada ayat (1) berupa:,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,,0.0,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",no keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,0,,,,no_evidence
C00865,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 40,2,b,,Pasal 40 ayat 2 huruf b,BAB III,Bagian Ketiga,Paragraf 4,"penghentian sementara seluruh kegiatan Eksplorasi, Eksploitasi, atau pemanfaatan",8,huruf-level clause,"penghentian sementara seluruh kegiatan Eksplorasi, Eksploitasi, atau pemanfaatan; dan/atau",True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,,0.0,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",no keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,0,,,,no_evidence
C00866,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 40,2,c,,Pasal 40 ayat 2 huruf c,BAB III,Bagian Ketiga,Paragraf 4,pencabutan Izin Panas Bumi,4,huruf-level clause,pencabutan Izin Panas Bumi.,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,panas bumi,0.35,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,geothermal,geothermal: panas bumi; izin panas bumi,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,1,,,,weak_or_insufficient_evidence
C00867,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 40,3,,,Pasal 40 ayat 3,BAB III,Bagian Ketiga,Paragraf 4,Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi administratif sebagaimana dimaksud pada ayat,13,ayat-level clause,Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi administratif sebagaimana dimaksud pada ayat,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,ketentuan,0.35,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.25, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""ketentuan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,1,,,,weak_or_insufficient_evidence
C00868,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 40,1,,,Pasal 40 ayat 1,BAB III,Bagian Ketiga,Paragraf 4,dan ayat (2) diatur dalam Peraturan Pemerintah,7,ayat-level clause,dan ayat (2) diatur dalam Peraturan Pemerintah.,True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"pemerintah, peraturan, diatur",0.504,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.65, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""pemerintah"", ""weight"": 0.2}, {""keyword"": ""peraturan"", ""weight"": 0.2}, {""keyword"": ""diatur"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Governance and Institutional Responsibility,0.65,0.65,True,Environmental Protection and Safety,0.0,0.65,3,3,"diatur, pemerintah, peraturan",,"diatur, pemerintah, peraturan",weak_evidence
C00869,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 41,,,,Pasal 41,BAB IV,Bagian Ketiga,Paragraf 4,Hak atas Wilayah Kerja tidak meliputi hak atas tanah permukaan bumi,11,article-level clause,Hak atas Wilayah Kerja tidak meliputi hak atas tanah permukaan bumi.,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,,0.0,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",no keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,0,,,,no_evidence
C00870,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 42,1,,,Pasal 42 ayat 1,BAB IV,Bagian Ketiga,Paragraf 4,"Dalam hal akan menggunakan bidang-bidang tanah negara, hak atas tanah, tanah ulayat",13,ayat-level clause,"Dalam hal akan menggunakan bidang-bidang tanah negara, hak atas tanah, tanah ulayat, dan/atau Kawasan Hutan di dalam Wilayah Kerja, pemegang Izin Pemanfaatan Langsung atau pemegang Izin Panas Bumi harus terlebih dahulu melakukan penyelesaian penggunaan lahan dengan pemakai tanah di atas tanah negara atau pemegang hak atau izin di bidang kehutanan sesuai dengan ketentuan peraturan perundang-undangan.",True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,,0.0,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",no keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,0,,,,no_evidence
C00871,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 42,1,,,Pasal 42 ayat 1,BAB IV,Bagian Ketiga,Paragraf 4,"dan/atau Kawasan Hutan di dalam Wilayah Kerja, pemegang Izin Pemanfaatan Langsung atau pemegang Izin Panas Bumi harus terlebih dahulu melakukan penyelesaian penggunaan lahan dengan pemakai tanah di atas tanah negara atau pemegang hak atau izin di bidang kehutanan sesuai dengan ketentuan peraturan perundang-undangan",45,ayat-level clause,"Dalam hal akan menggunakan bidang-bidang tanah negara, hak atas tanah, tanah ulayat, dan/atau Kawasan Hutan di dalam Wilayah Kerja, pemegang Izin Pemanfaatan Langsung atau pemegang Izin Panas Bumi harus terlebih dahulu melakukan penyelesaian penggunaan lahan dengan pemakai tanah di atas tanah negara atau pemegang hak atau izin di bidang kehutanan sesuai dengan ketentuan peraturan perundang-undangan.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"peraturan, peraturan perundang-undangan, ketentuan, ketentuan peraturan perundang-undangan, izin pemanfaatan",0.902,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 4.15, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""peraturan"", ""weight"": 0.2}, {""keyword"": ""peraturan perundang-undangan"", ""weight"": 1.35}, {""keyword"": ""ketentuan"", ""weight"": 0.25}, {""keyword"": ""ketentuan peraturan perundang-undangan"", ""weight"": 1.35}, {""keyword"": ""izin pemanfaatan"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,geothermal,geothermal: panas bumi; izin panas bumi,Governance and Institutional Responsibility,4.15,4.15,True,Renewable and Sustainable Energy,0.35,3.8,5,6,"peraturan perundang-undangan, ketentuan peraturan perundang-undangan, izin pemanfaatan, ketentuan, peraturan",,"ketentuan, peraturan",strong_evidence
C00872,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 42,2,,,Pasal 42 ayat 2,BAB IV,Bagian Ketiga,Paragraf 4,"Dalam hal Menteri melakukan Eksplorasi untuk menetapkan Wilayah Kerja sebagaimana dimaksud dalam Pasal 17 ayat (1), sebelum melakukan Eksplorasi, Menteri melakukan penyelesaian penggunaan lahan dengan pemakai tanah di atas tanah negara atau pemegang hak atau izin di bidang kehutanan sesuai dengan ketentuan peraturan perundang-undangan",45,ayat-level clause,"Dalam hal Menteri melakukan Eksplorasi untuk menetapkan Wilayah Kerja sebagaimana dimaksud dalam Pasal 17 ayat (1), sebelum melakukan Eksplorasi, Menteri melakukan penyelesaian penggunaan lahan dengan pemakai tanah di atas tanah negara atau pemegang hak atau izin di bidang kehutanan sesuai dengan ketentuan peraturan perundang-undangan.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"menteri, peraturan, peraturan perundang-undangan, ketentuan, ketentuan peraturan perundang-undangan, menetapkan",0.858,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 3.6, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""menteri"", ""weight"": 0.2}, {""keyword"": ""peraturan"", ""weight"": 0.2}, {""keyword"": ""peraturan perundang-undangan"", ""weight"": 1.35}, {""keyword"": ""ketentuan"", ""weight"": 0.25}, {""keyword"": ""ketentuan peraturan perundang-undangan"", ""weight"": 1.35}, {""keyword"": ""menetapkan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Governance and Institutional Responsibility,3.6,3.6,True,Environmental Protection and Safety,0.0,3.6,6,6,"peraturan perundang-undangan, ketentuan peraturan perundang-undangan, ketentuan, menetapkan, menteri, peraturan",,"ketentuan, menetapkan, menteri, peraturan",strong_evidence
C00873,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 42,3,,,Pasal 42 ayat 3,BAB IV,Bagian Ketiga,Paragraf 4,"Penyelesaian sebagaimana dimaksud pada ayat (1) dan ayat (2) dilakukan secara musyawarah dan mufakat dengan cara jual beli, tukar-menukar, ganti rugi yang layak, pengakuan atau bentuk penggantian lain kepada pemakai tanah di atas tanah negara atau pemegang hak",39,ayat-level clause,"Penyelesaian sebagaimana dimaksud pada ayat (1) dan ayat (2) dilakukan secara musyawarah dan mufakat dengan cara jual beli, tukar-menukar, ganti rugi yang layak, pengakuan atau bentuk penggantian lain kepada pemakai tanah di atas tanah negara atau pemegang hak.",True,substantive_candidate,Environmental Protection and Safety,L6,weighted-rule-assisted,ganti rugi,0.55,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 1.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": [{""keyword"": ""ganti rugi"", ""weight"": 1.0}]}",weighted keyword rule; needs review due to low score or small margin,False,,,,Environmental Protection and Safety,1.0,1.0,True,Renewable and Sustainable Energy,0.0,1.0,1,1,ganti rugi,,,weak_evidence
C00874,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 42,4,,,Pasal 42 ayat 4,BAB IV,Bagian Ketiga,Paragraf 4,"Dalam hal kegiatan pengusahaan Panas Bumi dilakukan oleh badan usaha milik negara yang mendapat penugasan khusus dari Pemerintah, penyediaan tanah dilakukan sesuai dengan ketentuan peraturan perundang-undangan",27,ayat-level clause,"Dalam hal kegiatan pengusahaan Panas Bumi dilakukan oleh badan usaha milik negara yang mendapat penugasan khusus dari Pemerintah, penyediaan tanah dilakukan sesuai dengan ketentuan peraturan perundang-undangan.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"pemerintah, peraturan, peraturan perundang-undangan, ketentuan, ketentuan peraturan perundang-undangan, badan usaha",0.842,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 1.05, ""Economic and Pricing Policy"": 0.3, ""Governance and Institutional Responsibility"": 3.65, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""panas bumi"", ""weight"": 0.35}, {""keyword"": ""pengusahaan panas bumi"", ""weight"": 0.7}], ""Economic and Pricing Policy"": [{""keyword"": ""badan usaha"", ""weight"": 0.3}], ""Governance and Institutional Responsibility"": [{""keyword"": ""pemerintah"", ""weight"": 0.2}, {""keyword"": ""peraturan"", ""weight"": 0.2}, {""keyword"": ""peraturan perundang-undangan"", ""weight"": 1.35}, {""keyword"": ""ketentuan"", ""weight"": 0.25}, {""keyword"": ""ketentuan peraturan perundang-undangan"", ""weight"": 1.35}, {""keyword"": ""badan usaha"", ""weight"": 0.3}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,geothermal,geothermal: panas bumi,Governance and Institutional Responsibility,3.65,3.65,True,Renewable and Sustainable Energy,1.05,2.6,6,9,"peraturan perundang-undangan, ketentuan peraturan perundang-undangan, badan usaha, ketentuan, pemerintah, peraturan",,"badan usaha, ketentuan, pemerintah, peraturan",strong_evidence
